,Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
,4,Card Schemes,Touch n Go Visa Prepaid Card,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role) [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
,4,Card Schemes,UOB Lazada Visa Card,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75] [INHERITED from UOB Malaysia Berhad - product brand governance]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite] [INHERITED from UOB Malaysia Berhad - product brand governance],Chang Yeong Gung (CFO) [INHERITED from UOB Malaysia Berhad - product brand governance],Tan Tii Lam (CRO) [INHERITED from UOB Malaysia Berhad - product brand governance],Loke Chee Keen Daniel (Head Compliance) [INHERITED from UOB Malaysia Berhad - product brand governance],Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations) [INHERITED from UOB Malaysia Berhad - product brand governance],Wong See Hong Bill (Head Internal Audit) [INHERITED from UOB Malaysia Berhad - product brand governance]
,4,E-Money,AEON Wallet (AEON Credit),"SHARES PARENT — No dedicated CISO; cybersecurity managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]","SHARES PARENT — No dedicated GRC; managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]","SHARES PARENT — No dedicated CFO for e-wallet; managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]","SHARES PARENT — No dedicated CRO; managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]","SHARES PARENT — No dedicated Compliance Head; managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]","Lee Tyan Jen (Executive Director & Deputy CEO, oversees IT Division) [Official: aeoncredit.com.my/about-us/leadership, 2026-07-26]","SHARES PARENT — No dedicated IA Head; managed at AEON Credit level [Official: aeoncredit.com.my, conf 80]"
,4,E-Money,Alipay+ Malaysia (Ant Group),"SHARES PARENT — Cybersecurity managed at Ant Group global level [Official: antgroup.com, conf 85]","SHARES PARENT — GRC managed at Ant Group global level [Official: antgroup.com, conf 85]","SHARES PARENT — No dedicated CFO for Malaysia; managed at Ant Group level [Official: antgroup.com, conf 85]","SHARES PARENT — No dedicated CRO for Malaysia; managed at Ant Group level [Official: antgroup.com, conf 85]","SHARES PARENT — No dedicated Compliance Head for Malaysia; managed at Ant Group level [Official: antgroup.com, conf 85]","SHARES PARENT — No dedicated CIO for Malaysia; IT at Ant Group level [Official: antgroup.com, conf 85]","SHARES PARENT — No dedicated IA Head for Malaysia; managed at Ant Group level [Official: antgroup.com, conf 85]"
,4,E-Money,Axiata Digital Services Sdn Bhd (Boost),Shankar Krishnan|Chief Information Security Officer|85|https://my.linkedin.com/in/shankyk|CISO Axiata Digital group/Boost [LinkedIn + theorg.com confirmed. Also CTO at Boost Bank],"Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 85 - GRC inherited from Axiata Group parent]","Komathi Balakrishnan (Acting Group CFO, Axiata Group) [Official: axiata.com/about-us/our-people, conf 90 - inherited from Axiata Group parent]","Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 90 - inherited from Axiata Group parent]","Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 90 - inherited from Axiata Group parent]","Thomas Hundt (Group Chief Business and Technology Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 90 - inherited from Axiata Group parent]",Miraz Ahmed|Head of Internal Audit|80|https://my.linkedin.com/in/miraz-ahmed-76b20219|Head of Internal Audit at Boost Holding Sdn Bhd [LinkedIn confirmed. ~20 years telco/tower infrastructure audit experience in Bangladesh & Malaysia]
,4,E-Money,BigPay (Capital A),"SHARES PARENT — Cybersecurity managed at BigPay/Capital A group level [Source: theorg.com/org/bigpay, conf 75]","SHARES PARENT — GRC managed at BigPay group level [Source: theorg.com/org/bigpay, conf 75]",Mun Hui Teh,"SHARES PARENT — Risk managed at BigPay group level [Source: theorg.com/org/bigpay, conf 75]","SHARES PARENT — Compliance managed at BigPay group level [Source: theorg.com/org/bigpay, conf 75]","SHARES PARENT — IT managed at BigPay group level [Source: theorg.com/org/bigpay, conf 75]","SHARES PARENT — IA managed at BigPay group level [Source: theorg.com/org/bigpay, conf 75]"
,4,E-Money,Boost (Axiata + RHB),Shankar Krishnan,Abid Abdul Adam,Steven Lim,Puteri Syurga,Dr Mohanamerry Vedamanikam,Shankar Krishnan,Miraz Ahmed
,4,E-Money,CIMB OctoPay (CIMB Bank),Charles Samuel (Group CISO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Integrity & Governance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Khairul Rifaie (Group Chief Financial & Strategy Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Vera Handajani (Group CRO) [INHERITED from CIMB Bank Berhad - product brand governance],Kwan Keen Yew (Group Chief Legal & Compliance Officer) [INHERITED from CIMB Bank Berhad - product brand governance],Ros Aziah Mohd Yusoff (Group CTO) [INHERITED from CIMB Bank Berhad - product brand governance],Amran Mohamad (Group Chief Internal Auditor) [INHERITED from CIMB Bank Berhad - product brand governance]
,4,E-Money,GrabPay (Grab Malaysia),"SHARES PARENT — Cybersecurity managed at Grab Holdings Group level [Official: grab.com, conf 85]","SHARES PARENT — GRC managed at Grab Holdings Group level [Official: grab.com, conf 85]",Peter Oey,"SHARES PARENT — Risk managed at Grab Holdings Group level [Official: grab.com, conf 85]","SHARES PARENT — Compliance managed at Grab Holdings Group level [Official: grab.com, conf 85]",Suthen Thomas Paradatheth,"SHARES PARENT — IA managed at Grab Holdings Group level [Official: grab.com, conf 85]"
,4,E-Money,MAE by Maybank (Maybank Islamic),Devinder Singh (Group CISO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025] [INHERITED from Maybank Islamic Berhad - product brand governance]"
,4,E-Money,MAE by Maybank (Maybank2u),Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
,4,E-Money,Setel (PETRONAS Dagangan),"SHARES PARENT — Cybersecurity managed at PETRONAS Dagangan level (Rahayu Ramli, CISO) [Official: mymesra.com.my, conf 80]",Fazni Ismail,Mazlie Minhat,"SHARES PARENT — No dedicated CRO for Setel; risk managed at PETRONAS Dagangan level [Official: mymesra.com.my, conf 80]",Fazni Ismail,Sazlina Ahamad,Nik Fariza Nik Hamdan
,4,E-Money,Setel by PETRONAS Dagangan Berhad,"Rahayu Ramli|Chief Information Security Officer|80|https://www.linkedin.com/posts/petronas_people-of-petronas-rahayu-ramli-activity-7178936337465581569-in_n|Leads Cyber Strategy & Architecture at PETRONAS Digital Sdn Bhd and serves as CISO at Setel. [PETRONAS LinkedIn official posts, conf 80]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.]","SHARES PARENT — No dedicated CRO for Setel; risk managed at PETRONAS Dagangan Berhad level [Official: mymesra.com.my, conf 80]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]"
,4,E-Money,ShopeePay (Monee Malaysia),"SHARES PARENT — Cybersecurity managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — GRC managed at Sea Limited group level [Official: sea.com, conf 80]",Tony Hou,"SHARES PARENT — Risk managed at Sea Limited group level [Official: sea.com, conf 80]",Fadhli Azman,"SHARES PARENT — IT managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — IA managed at Sea Limited group level [Official: sea.com, conf 80]"
,4,E-Money,ShopeePay Malaysia Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — GRC managed at Sea Limited group level [Official: sea.com, conf 80]","Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]","SHARES PARENT — Risk managed at Sea Limited group level [Official: sea.com, conf 80]",Fadhli Azman|Head of Compliance|85|https://my.linkedin.com/in/fadhli-azman-150273b9|Head of Compliance ShopeePay/Monee Malaysia [LinkedIn confirmed],"SHARES PARENT — IT managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — IA managed at Sea Limited group level [Official: sea.com, conf 80]"
,4,E-Money,TNG Digital Sdn Bhd,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
,4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
,4,E-Money,WeChat Pay Malaysia (Tencent),"SHARES PARENT — Cybersecurity managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — GRC managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated CFO for Malaysia; managed at Tencent level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated CRO for Malaysia; managed at Tencent level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated Compliance Head for Malaysia [Official: weixin.qq.com, conf 85]","SHARES PARENT — IT managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — IA managed at Tencent global level [Official: weixin.qq.com, conf 85]"
,4,E-Money,WeChat Pay Malaysia Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — GRC managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated CFO for Malaysia; managed at Tencent level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated CRO for Malaysia; managed at Tencent level [Official: weixin.qq.com, conf 85]","SHARES PARENT — No dedicated Compliance Head for Malaysia [Official: weixin.qq.com, conf 85]","SHARES PARENT — IT managed at Tencent global level [Official: weixin.qq.com, conf 85]","SHARES PARENT — IA managed at Tencent global level [Official: weixin.qq.com, conf 85]"
,4,Payment Operators,CIMB Clicks Pay,"SHARES PARENT — Cybersecurity managed at CIMB Group level (Charles Samuel, Group CISO) [Source: cimb.com, conf 85]",Kwan Keen Yew (Group Chief Legal & Compliance Officer; Group Chief Integrity & Governance Officer) [Source: cimb.com/en/who-we-are/leadership/senior-management-team.html],Khairul Rifaie (Group CFO & Strategy Officer) [Source: cimb.com/en/who-we-are/leadership/senior-management-team.html],"SHARES PARENT — Risk managed at CIMB Group level (Vera Handajani, Group CRO) [Source: cimb.com, conf 85]",Kwan Keen Yew (Group Chief Legal & Compliance Officer) [Source: cimb.com/en/who-we-are/leadership/senior-management-team.html],Ros Aziah Mohd Yusoff (Group CTO) [Source: cimb.com/en/who-we-are/leadership/senior-management-team.html],"SHARES PARENT — IA managed at CIMB Group level (Amran Mohamad, Group Chief Internal Auditor) [Source: cimb.com, conf 85]"
,4,Payment Operators,DuitNow (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Payment Operators,FPX (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Payment Operators,JomPAY (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Payment Operators,Maybank QRPay,"SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my","SHARES MAYBANK BANK BERHAD LEADERSHIP — product of Malayan Banking Berhad, not a separate legal entity — maybank2u.com.my"
,4,Payment Operators,Me2U (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Payment Operators,PayDirect (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),"Meling Mudin (Chief Information Security Officer, Payments Network Malaysia Sdn. Bhd.) [Source: Star Cybersecurity Summit 2025 speaker page (conference.thestar.com.my/cybersecuritysummit/speaker/meling-mudin, May 2025) + LinkedIn (my.linkedin.com/in/spoonfork) + ZoomInfo + Datanyze; conf 95 — not on official leadership page but confirmed via 5 independent secondary sources including industry conference bio]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95] Confirmed Aug 2026 via official PayNet leadership page.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95] Confirmed Aug 2026 via official PayNet leadership page.]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
,5,GLC-Linked,Agensi Jaminan Kredit Mikro (AKM),"SMALL FIRM — No publicly disclosed CISO [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of GRC [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CFO [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CRO [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CIO [Official: akm.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: akm.gov.my, conf 80]"
,5,GLC-Linked,Amanah Saham Nasional Berhad (ASNB),"Aishah Farha Mohd Raih (CISO) [Official: ciosea.economictimes.indiatimes.com - Know Your CISO series, conf 90]",Mohd Azmir Mohd Jani (CRO) + Sahlawati Mustafa (Compliance) [Group-level composite],"Mohd Irwan Ahmad Mustafa (Group Chief Strategy and Finance Officer, PNB) [Official: pnb.com.my]","Mohd Azmir Mohd Jani (Group Chief Risk Officer, PNB) [Official: pnb.com.my]",Sahlawati Mustafa (Group Head of Compliance PNB) [Official: pnb.com.my],"Ts Izzat Aziz — Chief Technology Officer, PNB Group [Official: PNB Integrated Report 2024, pnb.com.my/en/leadership-en] | conf 90 | ASNB is ""Managed by PNB""; no separate ASNB CIO/CTO. Ts Izzat Aziz won PIKOM CIO of the Year Award for AI Adoption. Inherited from PNB Group.",Noramly Bachok (Group Head Internal Audit PNB) [Official: pnb.com.my]
,5,GLC-Linked,CIMB (Khazanah-linked),"Charles J. Samuel (Group CISO / Technology Risk Management) [ASIFMA: asifma.org/speakers/charles-j-samuel/; joined CIMB Jan 2019; 25yr Citigroup APAC, conf 90]",Vera Handajani (CRO) + Kwan Keen Yew (Compliance) [Group-level: CIMB],"Khairul Rifaie (Group Chief Financial and Strategy Officer, 7.5yrs tenure) [SimplyWall.st + Official: cimb.com]",Vera Handajani (Group CRO) [Group-level: CIMB],Kwan Keen Yew (Group Chief Legal and Compliance Officer) [Group-level: CIMB],"Ros Aziah Mohd Yusoff (Group Chief Technology and Data Officer, 5.9yrs tenure) [SimplyWall.st + Official: cimb.com]","Amran Mohamad (Group Chief Internal Auditor, 7.7yrs tenure) [SimplyWall.st]"
,5,GLC-Linked,Cradle Fund Sdn Bhd,"SMALL FIRM — No publicly disclosed CISO [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of GRC [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed CFO [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed CRO [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed CIO [Official: cradle.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: cradle.com.my, conf 80]"
,5,GLC-Linked,Iskandar Waterfront City,"SMALL FIRM — No publicly disclosed CISO [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of GRC [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed CFO [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed CRO [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed CIO [Official: iwcity.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: iwcity.com.my, conf 80]"
,5,GLC-Linked,Johor Corporation (JCorp),"Not publicly disclosed on JCorp leadership page [Official: jcorp.com.my/our-leadership, conf 85]","Mohd Azmi Hitam (Chief Governance Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Rozaini Mohd Sani (Chief Financial Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Not publicly disclosed on JCorp leadership page [Official: jcorp.com.my/our-leadership, conf 85]","Mohd Azmi Hitam (Chief Governance Officer, leads Governance and Risk Division - GRD) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 80 - Chief Governance Officer functionally covers compliance; GRD is the functional umbrella for compliance]","Ahmad Yusri Mohamed (Chief Digital Officer) + Budiman Bujang (Deputy Chief Digital Officer, appointed Jan 2025) [Official: jcorp.com.my/our-leadership, 2026-07-13; ET CIO SEA: ciosea.economictimes.indiatimes.com/news/corporate/budiman-bujang-becomes-deputy-chief-digital-officer-at-johor-corporation/116869210, conf 85]","Mohd Nordin Jamaludin (Chief Corporate Services Officer) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 70 - Corporate Services typically encompasses audit, risk, and governance support; Board Audit and Risk Committee (BARC) provides board-level oversight]"
